"id";"execution_time";"resources_used";"dataset_content";"strategy_param";"num_kernels";"num_branches";"tree_depth";"pruned_branches";"file_name";"boundary";"optimal_solution";"div_conq";"sw_size";"kernel_remainder";"alpha";"num_formulae"
1;32.4562;"37516 KB";"[""!(!A1&&A2)"", ""!(A0||A1)"", ""A1||((A2&&A0)&&A1)"", ""(A1||(A1&&A0))||A2"", ""!A0"", ""!A1"", ""!A2"", ""!A1&&(A2||A0)"", ""A1&&A0"", ""(A1||A1)&&(A2&&A0)""]";"0";140;139;7;0;"data/SRS/Dataset_A/sig3_5_15/srs_0.txt";0.0;"[]";1;1;"kernel";"A0&&!A0";10
2;18.8595;"37500 KB";"[""!(!A1&&A2)"", ""!(A0||A1)"", ""A1||((A2&&A0)&&A1)"", ""(A1||(A1&&A0))||A2"", ""!A0"", ""!A1"", ""!A2"", ""!A1&&(A2||A0)"", ""A1&&A0"", ""(A1||A1)&&(A2&&A0)""]";"0";106;105;7;0;"data/SRS/Dataset_A/sig3_5_15/srs_0.txt";0.0;"[]";1;5;"kernel";"A0&&!A0";10
3;12.6717;"37644 KB";"[""!(!A1&&A2)"", ""!(A0||A1)"", ""A1||((A2&&A0)&&A1)"", ""(A1||(A1&&A0))||A2"", ""!A0"", ""!A1"", ""!A2"", ""!A1&&(A2||A0)"", ""A1&&A0"", ""(A1||A1)&&(A2&&A0)""]";"0";80;79;7;0;"data/SRS/Dataset_A/sig3_5_15/srs_0.txt";0.0;"[]";1;10;"kernel";"A0&&!A0";10
4;16.5425;"37768 KB";"[""!(!A1&&A2)"", ""!(A0||A1)"", ""A1||((A2&&A0)&&A1)"", ""(A1||(A1&&A0))||A2"", ""!A0"", ""!A1"", ""!A2"", ""!A1&&(A2||A0)"", ""A1&&A0"", ""(A1||A1)&&(A2&&A0)""]";"1";50;85;6;36;"data/SRS/Dataset_A/sig3_5_15/srs_0.txt";5.0;"[""(A1||A1)&&(A2&&A0)"", ""A1&&A0"", ""!A2"", ""!(!A1&&A2)"", ""A1||((A2&&A0)&&A1)""]";1;1;"kernel";"A0&&!A0";10
5;11.9597;"37636 KB";"[""!(!A1&&A2)"", ""!(A0||A1)"", ""A1||((A2&&A0)&&A1)"", ""(A1||(A1&&A0))||A2"", ""!A0"", ""!A1"", ""!A2"", ""!A1&&(A2||A0)"", ""A1&&A0"", ""(A1||A1)&&(A2&&A0)""]";"1";47;68;6;22;"data/SRS/Dataset_A/sig3_5_15/srs_0.txt";5.0;"[""(A1||A1)&&(A2&&A0)"", ""A1&&A0"", ""!A2"", ""!(!A1&&A2)"", ""A1||((A2&&A0)&&A1)""]";1;5;"kernel";"A0&&!A0";10
6;8.14632;"37476 KB";"[""!(!A1&&A2)"", ""!(A0||A1)"", ""A1||((A2&&A0)&&A1)"", ""(A1||(A1&&A0))||A2"", ""!A0"", ""!A1"", ""!A2"", ""!A1&&(A2||A0)"", ""A1&&A0"", ""(A1||A1)&&(A2&&A0)""]";"1";33;48;6;16;"data/SRS/Dataset_A/sig3_5_15/srs_0.txt";5.0;"[""!A1"", ""!A1&&(A2||A0)"", ""(A1||A1)&&(A2&&A0)"", ""A1&&A0"", ""!(A0||A1)""]";1;10;"kernel";"A0&&!A0";10
7;4.0306;"37428 KB";"[""!(!A1&&A2)"", ""!(A0||A1)"", ""A1||((A2&&A0)&&A1)"", ""(A1||(A1&&A0))||A2"", ""!A0"", ""!A1"", ""!A2"", ""!A1&&(A2||A0)"", ""A1&&A0"", ""(A1||A1)&&(A2&&A0)""]";"2";12;20;5;9;"data/SRS/Dataset_A/sig3_5_15/srs_0.txt";1.23611;"[""(A1||A1)&&(A2&&A0)"", ""A1&&A0"", ""!A1&&(A2||A0)"", ""!A1"", ""!(A0||A1)""]";1;1;"kernel";"A0&&!A0";10
8;3.24507;"37272 KB";"[""!(!A1&&A2)"", ""!(A0||A1)"", ""A1||((A2&&A0)&&A1)"", ""(A1||(A1&&A0))||A2"", ""!A0"", ""!A1"", ""!A2"", ""!A1&&(A2||A0)"", ""A1&&A0"", ""(A1||A1)&&(A2&&A0)""]";"2";13;23;5;11;"data/SRS/Dataset_A/sig3_5_15/srs_0.txt";1.23611;"[""(A1||A1)&&(A2&&A0)"", ""A1&&A0"", ""!A1&&(A2||A0)"", ""!A1"", ""!(A0||A1)""]";1;5;"kernel";"A0&&!A0";10
9;3.1116;"37532 KB";"[""!(!A1&&A2)"", ""!(A0||A1)"", ""A1||((A2&&A0)&&A1)"", ""(A1||(A1&&A0))||A2"", ""!A0"", ""!A1"", ""!A2"", ""!A1&&(A2||A0)"", ""A1&&A0"", ""(A1||A1)&&(A2&&A0)""]";"2";12;21;6;10;"data/SRS/Dataset_A/sig3_5_15/srs_0.txt";1.23611;"[""!A1"", ""!A1&&(A2||A0)"", ""(A1||A1)&&(A2&&A0)"", ""A1&&A0"", ""!(A0||A1)""]";1;10;"kernel";"A0&&!A0";10
10;0.451404;"36636 KB";"[""A1&&A2"", ""A0"", ""!A2&&(A1&&A0)"", ""A2||!A1"", ""!(A1&&A0)""]";"0";3;2;2;0;"data/SRS/Dataset_A/sig3_5_15/srs_1.txt";0.0;"[]";1;1;"kernel";"A0&&!A0";5
11;0.50396;"36820 KB";"[""A1&&A2"", ""A0"", ""!A2&&(A1&&A0)"", ""A2||!A1"", ""!(A1&&A0)""]";"0";3;2;2;0;"data/SRS/Dataset_A/sig3_5_15/srs_1.txt";0.0;"[]";1;5;"kernel";"A0&&!A0";5
12;0.45964;"36564 KB";"[""A1&&A2"", ""A0"", ""!A2&&(A1&&A0)"", ""A2||!A1"", ""!(A1&&A0)""]";"1";3;2;2;0;"data/SRS/Dataset_A/sig3_5_15/srs_1.txt";2.0;"[""!A2&&(A1&&A0)"", ""A0""]";1;1;"kernel";"A0&&!A0";5
13;0.511245;"36668 KB";"[""A1&&A2"", ""A0"", ""!A2&&(A1&&A0)"", ""A2||!A1"", ""!(A1&&A0)""]";"1";3;2;2;0;"data/SRS/Dataset_A/sig3_5_15/srs_1.txt";2.0;"[""!A2&&(A1&&A0)"", ""A0""]";1;5;"kernel";"A0&&!A0";5
14;0.454095;"36792 KB";"[""A1&&A2"", ""A0"", ""!A2&&(A1&&A0)"", ""A2||!A1"", ""!(A1&&A0)""]";"2";3;2;2;0;"data/SRS/Dataset_A/sig3_5_15/srs_1.txt";1.2;"[""!A2&&(A1&&A0)"", ""A0""]";1;1;"kernel";"A0&&!A0";5
15;0.50503;"36752 KB";"[""A1&&A2"", ""A0"", ""!A2&&(A1&&A0)"", ""A2||!A1"", ""!(A1&&A0)""]";"2";3;2;2;0;"data/SRS/Dataset_A/sig3_5_15/srs_1.txt";1.2;"[""!A2&&(A1&&A0)"", ""A0""]";1;5;"kernel";"A0&&!A0";5
16;0.443777;"36828 KB";"[""A0&&A0"", ""A0&&A2"", ""!A2"", ""(A2&&A0)&&A0"", ""A1||A0""]";"0";4;3;3;0;"data/SRS/Dataset_A/sig3_5_15/srs_10.txt";0.0;"[]";1;1;"kernel";"A0&&!A0";5
17;0.691332;"37024 KB";"[""A0&&A0"", ""A0&&A2"", ""!A2"", ""(A2&&A0)&&A0"", ""A1||A0""]";"0";4;3;3;0;"data/SRS/Dataset_A/sig3_5_15/srs_10.txt";0.0;"[]";1;5;"kernel";"A0&&!A0";5
18;0.453665;"36908 KB";"[""A0&&A0"", ""A0&&A2"", ""!A2"", ""(A2&&A0)&&A0"", ""A1||A0""]";"1";4;3;3;0;"data/SRS/Dataset_A/sig3_5_15/srs_10.txt";3.0;"[""(A2&&A0)&&A0"", ""A0&&A2"", ""A0&&A0""]";1;1;"kernel";"A0&&!A0";5
19;0.687167;"36900 KB";"[""A0&&A0"", ""A0&&A2"", ""!A2"", ""(A2&&A0)&&A0"", ""A1||A0""]";"1";4;3;3;0;"data/SRS/Dataset_A/sig3_5_15/srs_10.txt";3.0;"[""(A2&&A0)&&A0"", ""A0&&A2"", ""A0&&A0""]";1;5;"kernel";"A0&&!A0";5
20;0.44421;"36812 KB";"[""A0&&A0"", ""A0&&A2"", ""!A2"", ""(A2&&A0)&&A0"", ""A1||A0""]";"2";4;3;3;0;"data/SRS/Dataset_A/sig3_5_15/srs_10.txt";1.53333;"[""(A2&&A0)&&A0"", ""A0&&A2"", ""A0&&A0""]";1;1;"kernel";"A0&&!A0";5
21;0.691728;"37200 KB";"[""A0&&A0"", ""A0&&A2"", ""!A2"", ""(A2&&A0)&&A0"", ""A1||A0""]";"2";4;3;3;0;"data/SRS/Dataset_A/sig3_5_15/srs_10.txt";1.53333;"[""(A2&&A0)&&A0"", ""A0&&A2"", ""A0&&A0""]";1;5;"kernel";"A0&&!A0";5
22;1.04232;"37388 KB";"[""!A0||!A1"", ""!A2&&!A2"", ""!A2"", ""A2||(A0&&A2)"", ""(A0&&A2)||!A2""]";"0";7;6;3;0;"data/SRS/Dataset_A/sig3_5_15/srs_100.txt";0.0;"[]";1;1;"kernel";"A0&&!A0";5
23;0.914269;"37436 KB";"[""!A0||!A1"", ""!A2&&!A2"", ""!A2"", ""A2||(A0&&A2)"", ""(A0&&A2)||!A2""]";"0";7;6;3;0;"data/SRS/Dataset_A/sig3_5_15/srs_100.txt";0.0;"[]";1;5;"kernel";"A0&&!A0";5
24;0.678641;"37164 KB";"[""!A0||!A1"", ""!A2&&!A2"", ""!A2"", ""A2||(A0&&A2)"", ""(A0&&A2)||!A2""]";"1";3;4;2;2;"data/SRS/Dataset_A/sig3_5_15/srs_100.txt";1.0;"[""A2||(A0&&A2)""]";1;1;"kernel";"A0&&!A0";5
25;0.400043;"36584 KB";"[""!A0||!A1"", ""!A2&&!A2"", ""!A2"", ""A2||(A0&&A2)"", ""(A0&&A2)||!A2""]";"1";2;2;1;1;"data/SRS/Dataset_A/sig3_5_15/srs_100.txt";1.0;"[""A2||(A0&&A2)""]";1;5;"kernel";"A0&&!A0";5
26;0.996075;"37476 KB";"[""!A0||!A1"", ""!A2&&!A2"", ""!A2"", ""A2||(A0&&A2)"", ""(A0&&A2)||!A2""]";"2";5;6;3;2;"data/SRS/Dataset_A/sig3_5_15/srs_100.txt";1.0;"[""A2||(A0&&A2)""]";1;1;"kernel";"A0&&!A0";5
27;0.866274;"37432 KB";"[""!A0||!A1"", ""!A2&&!A2"", ""!A2"", ""A2||(A0&&A2)"", ""(A0&&A2)||!A2""]";"2";5;6;3;2;"data/SRS/Dataset_A/sig3_5_15/srs_100.txt";1.0;"[""A2||(A0&&A2)""]";1;5;"kernel";"A0&&!A0";5
28;1.44151;"37368 KB";"[""A0&&A1"", ""!(A1&&A2)"", ""!A0"", ""!A1"", ""A1"", ""A2&&A1""]";"0";10;9;4;0;"data/SRS/Dataset_A/sig3_5_15/srs_101.txt";0.0;"[]";1;1;"kernel";"A0&&!A0";6
29;1.07331;"37520 KB";"[""A0&&A1"", ""!(A1&&A2)"", ""!A0"", ""!A1"", ""A1"", ""A2&&A1""]";"0";8;7;3;0;"data/SRS/Dataset_A/sig3_5_15/srs_101.txt";0.0;"[]";1;5;"kernel";"A0&&!A0";6
30;1.09173;"37476 KB";"[""A0&&A1"", ""!(A1&&A2)"", ""!A0"", ""!A1"", ""A1"", ""A2&&A1""]";"1";5;7;3;3;"data/SRS/Dataset_A/sig3_5_15/srs_101.txt";3.0;"[""!(A1&&A2)"", ""!A1"", ""A0&&A1""]";1;1;"kernel";"A0&&!A0";6
31;0.986559;"37632 KB";"[""A0&&A1"", ""!(A1&&A2)"", ""!A0"", ""!A1"", ""A1"", ""A2&&A1""]";"1";5;7;3;3;"data/SRS/Dataset_A/sig3_5_15/srs_101.txt";3.0;"[""!(A1&&A2)"", ""!A1"", ""A0&&A1""]";1;5;"kernel";"A0&&!A0";6
32;0.793432;"37320 KB";"[""A0&&A1"", ""!(A1&&A2)"", ""!A0"", ""!A1"", ""A1"", ""A2&&A1""]";"2";4;5;3;2;"data/SRS/Dataset_A/sig3_5_15/srs_101.txt";0.616667;"[""!(A1&&A2)"", ""!A1"", ""A0&&A1""]";1;1;"kernel";"A0&&!A0";6
33;0.984099;"37260 KB";"[""A0&&A1"", ""!(A1&&A2)"", ""!A0"", ""!A1"", ""A1"", ""A2&&A1""]";"2";5;7;3;3;"data/SRS/Dataset_A/sig3_5_15/srs_101.txt";0.616667;"[""!(A1&&A2)"", ""!A1"", ""A0&&A1""]";1;5;"kernel";"A0&&!A0";6
34;0.693408;"37052 KB";"[""A0&&A1"", ""A0||A2"", ""A0"", ""(A1&&A1)&&A0"", ""A2&&(A1&&A0)"", ""A0||!A0"", ""!(A1&&A1)""]";"0";5;4;4;0;"data/SRS/Dataset_A/sig3_5_15/srs_102.txt";0.0;"[]";1;1;"kernel";"A0&&!A0";7
35;0.751711;"37476 KB";"[""A0&&A1"", ""A0||A2"", ""A0"", ""(A1&&A1)&&A0"", ""A2&&(A1&&A0)"", ""A0||!A0"", ""!(A1&&A1)""]";"0";5;4;4;0;"data/SRS/Dataset_A/sig3_5_15/srs_102.txt";0.0;"[]";1;5;"kernel";"A0&&!A0";7
36;0.694429;"37172 KB";"[""A0&&A1"", ""A0||A2"", ""A0"", ""(A1&&A1)&&A0"", ""A2&&(A1&&A0)"", ""A0||!A0"", ""!(A1&&A1)""]";"1";5;4;4;0;"data/SRS/Dataset_A/sig3_5_15/srs_102.txt";4.0;"[""A2&&(A1&&A0)"", ""(A1&&A1)&&A0"", ""A0"", ""A0&&A1""]";1;1;"kernel";"A0&&!A0";7
37;0.826809;"37472 KB";"[""A0&&A1"", ""A0||A2"", ""A0"", ""(A1&&A1)&&A0"", ""A2&&(A1&&A0)"", ""A0||!A0"", ""!(A1&&A1)""]";"1";5;4;4;0;"data/SRS/Dataset_A/sig3_5_15/srs_102.txt";4.0;"[""A2&&(A1&&A0)"", ""(A1&&A1)&&A0"", ""A0"", ""A0&&A1""]";1;5;"kernel";"A0&&!A0";7
38;0.645231;"36924 KB";"[""A0&&A1"", ""A0||A2"", ""A0"", ""(A1&&A1)&&A0"", ""A2&&(A1&&A0)"", ""A0||!A0"", ""!(A1&&A1)""]";"2";5;4;4;0;"data/SRS/Dataset_A/sig3_5_15/srs_102.txt";1.78333;"[""A2&&(A1&&A0)"", ""(A1&&A1)&&A0"", ""A0"", ""A0&&A1""]";1;1;"kernel";"A0&&!A0";7
39;0.8756;"37520 KB";"[""A0&&A1"", ""A0||A2"", ""A0"", ""(A1&&A1)&&A0"", ""A2&&(A1&&A0)"", ""A0||!A0"", ""!(A1&&A1)""]";"2";5;4;4;0;"data/SRS/Dataset_A/sig3_5_15/srs_102.txt";1.78333;"[""A2&&(A1&&A0)"", ""(A1&&A1)&&A0"", ""A0"", ""A0&&A1""]";1;5;"kernel";"A0&&!A0";7
40;7.37533;"37536 KB";"[""!(A0&&A2)"", ""(A1&&A1)||(A0&&A1)"", ""!(A1&&A2)"", ""!A0"", ""!(!A2)"", ""A1"", ""(A2||A1)||A2"", ""!A2||(A1||A2)"", ""A2||(A1||A2)"", ""!A1&&(A1||A0)"", ""A1&&A0"", ""A2||!A1""]";"0";26;25;5;0;"data/SRS/Dataset_A/sig3_5_15/srs_103.txt";0.0;"[]";1;1;"kernel";"A0&&!A0";12
41;5.0281;"37320 KB";"[""!(A0&&A2)"", ""(A1&&A1)||(A0&&A1)"", ""!(A1&&A2)"", ""!A0"", ""!(!A2)"", ""A1"", ""(A2||A1)||A2"", ""!A2||(A1||A2)"", ""A2||(A1||A2)"", ""!A1&&(A1||A0)"", ""A1&&A0"", ""A2||!A1""]";"0";26;25;5;0;"data/SRS/Dataset_A/sig3_5_15/srs_103.txt";0.0;"[]";1;5;"kernel";"A0&&!A0";12
42;4.88824;"37532 KB";"[""!(A0&&A2)"", ""(A1&&A1)||(A0&&A1)"", ""!(A1&&A2)"", ""!A0"", ""!(!A2)"", ""A1"", ""(A2||A1)||A2"", ""!A2||(A1||A2)"", ""A2||(A1||A2)"", ""!A1&&(A1||A0)"", ""A1&&A0"", ""A2||!A1""]";"0";26;25;5;0;"data/SRS/Dataset_A/sig3_5_15/srs_103.txt";0.0;"[]";1;10;"kernel";"A0&&!A0";12
43;5.08102;"37424 KB";"[""!(A0&&A2)"", ""(A1&&A1)||(A0&&A1)"", ""!(A1&&A2)"", ""!A0"", ""!(!A2)"", ""A1"", ""(A2||A1)||A2"", ""!A2||(A1||A2)"", ""A2||(A1||A2)"", ""!A1&&(A1||A0)"", ""A1&&A0"", ""A2||!A1""]";"1";12;15;4;4;"data/SRS/Dataset_A/sig3_5_15/srs_103.txt";3.0;"[""A1&&A0"", ""!A1&&(A1||A0)"", ""!(A1&&A2)""]";1;1;"kernel";"A0&&!A0";12
44;3.36842;"37380 KB";"[""!(A0&&A2)"", ""(A1&&A1)||(A0&&A1)"", ""!(A1&&A2)"", ""!A0"", ""!(!A2)"", ""A1"", ""(A2||A1)||A2"", ""!A2||(A1||A2)"", ""A2||(A1||A2)"", ""!A1&&(A1||A0)"", ""A1&&A0"", ""A2||!A1""]";"1";12;15;4;4;"data/SRS/Dataset_A/sig3_5_15/srs_103.txt";3.0;"[""A1&&A0"", ""!A1&&(A1||A0)"", ""!(A1&&A2)""]";1;5;"kernel";"A0&&!A0";12
45;3.27649;"37408 KB";"[""!(A0&&A2)"", ""(A1&&A1)||(A0&&A1)"", ""!(A1&&A2)"", ""!A0"", ""!(!A2)"", ""A1"", ""(A2||A1)||A2"", ""!A2||(A1||A2)"", ""A2||(A1||A2)"", ""!A1&&(A1||A0)"", ""A1&&A0"", ""A2||!A1""]";"1";12;15;4;4;"data/SRS/Dataset_A/sig3_5_15/srs_103.txt";3.0;"[""A1&&A0"", ""!A1&&(A1||A0)"", ""!(A1&&A2)""]";1;10;"kernel";"A0&&!A0";12
46;3.13616;"37560 KB";"[""!(A0&&A2)"", ""(A1&&A1)||(A0&&A1)"", ""!(A1&&A2)"", ""!A0"", ""!(!A2)"", ""A1"", ""(A2||A1)||A2"", ""!A2||(A1||A2)"", ""A2||(A1||A2)"", ""!A1&&(A1||A0)"", ""A1&&A0"", ""A2||!A1""]";"2";8;10;4;3;"data/SRS/Dataset_A/sig3_5_15/srs_103.txt";0.5671;"[""A1&&A0"", ""!A1&&(A1||A0)"", ""!(A1&&A2)""]";1;1;"kernel";"A0&&!A0";12
47;2.05253;"37556 KB";"[""!(A0&&A2)"", ""(A1&&A1)||(A0&&A1)"", ""!(A1&&A2)"", ""!A0"", ""!(!A2)"", ""A1"", ""(A2||A1)||A2"", ""!A2||(A1||A2)"", ""A2||(A1||A2)"", ""!A1&&(A1||A0)"", ""A1&&A0"", ""A2||!A1""]";"2";8;10;4;3;"data/SRS/Dataset_A/sig3_5_15/srs_103.txt";0.5671;"[""A1&&A0"", ""!A1&&(A1||A0)"", ""!(A1&&A2)""]";1;5;"kernel";"A0&&!A0";12
48;2.02893;"37552 KB";"[""!(A0&&A2)"", ""(A1&&A1)||(A0&&A1)"", ""!(A1&&A2)"", ""!A0"", ""!(!A2)"", ""A1"", ""(A2||A1)||A2"", ""!A2||(A1||A2)"", ""A2||(A1||A2)"", ""!A1&&(A1||A0)"", ""A1&&A0"", ""A2||!A1""]";"2";8;10;4;3;"data/SRS/Dataset_A/sig3_5_15/srs_103.txt";0.5671;"[""A1&&A0"", ""!A1&&(A1||A0)"", ""!(A1&&A2)""]";1;10;"kernel";"A0&&!A0";12
49;10.5296;"37564 KB";"[""!(A0||A2)"", ""!A1||A0"", ""A1||A1"", ""!A0"", ""!A1"", ""!(!A2)"", ""!A2"", ""(A0||A2)&&!A0"", ""(A0&&A0)||(A0||(A0||A2))""]";"0";59;58;6;0;"data/SRS/Dataset_A/sig3_5_15/srs_104.txt";0.0;"[]";1;1;"kernel";"A0&&!A0";9
50;8.15117;"37580 KB";"[""!(A0||A2)"", ""!A1||A0"", ""A1||A1"", ""!A0"", ""!A1"", ""!(!A2)"", ""!A2"", ""(A0||A2)&&!A0"", ""(A0&&A0)||(A0||(A0||A2))""]";"0";59;58;6;0;"data/SRS/Dataset_A/sig3_5_15/srs_104.txt";0.0;"[]";1;5;"kernel";"A0&&!A0";9
51;2.80726;"37460 KB";"[""!(A0||A2)"", ""!A1||A0"", ""A1||A1"", ""!A0"", ""!A1"", ""!(!A2)"", ""!A2"", ""(A0||A2)&&!A0"", ""(A0&&A0)||(A0||(A0||A2))""]";"1";9;16;4;8;"data/SRS/Dataset_A/sig3_5_15/srs_104.txt";3.0;"[""!A2"", ""!(A0||A2)"", ""A1||A1""]";1;1;"kernel";"A0&&!A0";9
52;1.95197;"37332 KB";"[""!(A0||A2)"", ""!A1||A0"", ""A1||A1"", ""!A0"", ""!A1"", ""!(!A2)"", ""!A2"", ""(A0||A2)&&!A0"", ""(A0&&A0)||(A0||(A0||A2))""]";"1";8;14;3;7;"data/SRS/Dataset_A/sig3_5_15/srs_104.txt";3.0;"[""!A2"", ""!(A0||A2)"", ""A1||A1""]";1;5;"kernel";"A0&&!A0";9
53;1.87124;"37388 KB";"[""!(A0||A2)"", ""!A1||A0"", ""A1||A1"", ""!A0"", ""!A1"", ""!(!A2)"", ""!A2"", ""(A0||A2)&&!A0"", ""(A0&&A0)||(A0||(A0||A2))""]";"2";6;10;4;5;"data/SRS/Dataset_A/sig3_5_15/srs_104.txt";0.587302;"[""!A2"", ""!(A0||A2)"", ""A1||A1""]";1;1;"kernel";"A0&&!A0";9
54;1.91972;"37332 KB";"[""!(A0||A2)"", ""!A1||A0"", ""A1||A1"", ""!A0"", ""!A1"", ""!(!A2)"", ""!A2"", ""(A0||A2)&&!A0"", ""(A0&&A0)||(A0||(A0||A2))""]";"2";8;14;4;7;"data/SRS/Dataset_A/sig3_5_15/srs_104.txt";0.587302;"[""!A2"", ""!(A0||A2)"", ""A1||A1""]";1;5;"kernel";"A0&&!A0";9
55;0.735403;"37288 KB";"[""(A0&&A0)||(A0&&A2)"", ""!A2"", ""!A1&&(A2&&A2)"", ""A0||(A1&&A0)"", ""A2||!A0""]";"0";6;5;3;0;"data/SRS/Dataset_A/sig3_5_15/srs_105.txt";0.0;"[]";1;1;"kernel";"A0&&!A0";5
56;0.974203;"37384 KB";"[""(A0&&A0)||(A0&&A2)"", ""!A2"", ""!A1&&(A2&&A2)"", ""A0||(A1&&A0)"", ""A2||!A0""]";"0";6;5;3;0;"data/SRS/Dataset_A/sig3_5_15/srs_105.txt";0.0;"[]";1;5;"kernel";"A0&&!A0";5
57;0.737433;"37084 KB";"[""(A0&&A0)||(A0&&A2)"", ""!A2"", ""!A1&&(A2&&A2)"", ""A0||(A1&&A0)"", ""A2||!A0""]";"1";5;5;3;1;"data/SRS/Dataset_A/sig3_5_15/srs_105.txt";3.0;"[""A0||(A1&&A0)"", ""!A2"", ""(A0&&A0)||(A0&&A2)""]";1;1;"kernel";"A0&&!A0";5
58;0.883145;"37256 KB";"[""(A0&&A0)||(A0&&A2)"", ""!A2"", ""!A1&&(A2&&A2)"", ""A0||(A1&&A0)"", ""A2||!A0""]";"1";5;5;3;1;"data/SRS/Dataset_A/sig3_5_15/srs_105.txt";3.0;"[""A0||(A1&&A0)"", ""!A2"", ""(A0&&A0)||(A0&&A2)""]";1;5;"kernel";"A0&&!A0";5
59;0.694043;"37068 KB";"[""(A0&&A0)||(A0&&A2)"", ""!A2"", ""!A1&&(A2&&A2)"", ""A0||(A1&&A0)"", ""A2||!A0""]";"2";5;5;3;1;"data/SRS/Dataset_A/sig3_5_15/srs_105.txt";0.783333;"[""A0||(A1&&A0)"", ""!A2"", ""(A0&&A0)||(A0&&A2)""]";1;1;"kernel";"A0&&!A0";5
60;0.892639;"37632 KB";"[""(A0&&A0)||(A0&&A2)"", ""!A2"", ""!A1&&(A2&&A2)"", ""A0||(A1&&A0)"", ""A2||!A0""]";"2";5;5;3;1;"data/SRS/Dataset_A/sig3_5_15/srs_105.txt";0.783333;"[""A0||(A1&&A0)"", ""!A2"", ""(A0&&A0)||(A0&&A2)""]";1;5;"kernel";"A0&&!A0";5
61;9.50296;"37540 KB";"[""(A2||A0)&&(A2||A0)"", ""!A0&&!A1"", ""A0||!A1"", ""!A2&&A1"", ""!A1&&A2"", ""((A2&&A2)&&A1)||A0"", ""!(!A2)"", ""A0"", ""!A1"", ""!(A2&&A0)""]";"0";53;52;8;0;"data/SRS/Dataset_A/sig3_5_15/srs_106.txt";0.0;"[]";1;1;"kernel";"A0&&!A0";10
62;4.77803;"37464 KB";"[""(A2||A0)&&(A2||A0)"", ""!A0&&!A1"", ""A0||!A1"", ""!A2&&A1"", ""!A1&&A2"", ""((A2&&A2)&&A1)||A0"", ""!(!A2)"", ""A0"", ""!A1"", ""!(A2&&A0)""]";"0";36;35;8;0;"data/SRS/Dataset_A/sig3_5_15/srs_106.txt";0.0;"[]";1;5;"kernel";"A0&&!A0";10
63;6.70131;"37512 KB";"[""(A2||A0)&&(A2||A0)"", ""!A0&&!A1"", ""A0||!A1"", ""!A2&&A1"", ""!A1&&A2"", ""((A2&&A2)&&A1)||A0"", ""!(!A2)"", ""A0"", ""!A1"", ""!(A2&&A0)""]";"0";43;42;8;0;"data/SRS/Dataset_A/sig3_5_15/srs_106.txt";0.0;"[]";1;10;"kernel";"A0&&!A0";10
64;2.86823;"37624 KB";"[""(A2||A0)&&(A2||A0)"", ""!A0&&!A1"", ""A0||!A1"", ""!A2&&A1"", ""!A1&&A2"", ""((A2&&A2)&&A1)||A0"", ""!(!A2)"", ""A0"", ""!A1"", ""!(A2&&A0)""]";"1";10;16;4;7;"data/SRS/Dataset_A/sig3_5_15/srs_106.txt";3.0;"[""A0"", ""((A2&&A2)&&A1)||A0"", ""!A2&&A1""]";1;1;"kernel";"A0&&!A0";10
65;3.45154;"37560 KB";"[""(A2||A0)&&(A2||A0)"", ""!A0&&!A1"", ""A0||!A1"", ""!A2&&A1"", ""!A1&&A2"", ""((A2&&A2)&&A1)||A0"", ""!(!A2)"", ""A0"", ""!A1"", ""!(A2&&A0)""]";"1";15;19;4;5;"data/SRS/Dataset_A/sig3_5_15/srs_106.txt";3.0;"[""A0"", ""((A2&&A2)&&A1)||A0"", ""!A2&&A1""]";1;5;"kernel";"A0&&!A0";10
66;1.79061;"37416 KB";"[""(A2||A0)&&(A2||A0)"", ""!A0&&!A1"", ""A0||!A1"", ""!A2&&A1"", ""!A1&&A2"", ""((A2&&A2)&&A1)||A0"", ""!(!A2)"", ""A0"", ""!A1"", ""!(A2&&A0)""]";"1";7;11;3;5;"data/SRS/Dataset_A/sig3_5_15/srs_106.txt";3.0;"[""((A2&&A2)&&A1)||A0"", ""A0"", ""!A2&&A1""]";1;10;"kernel";"A0&&!A0";10
67;4.94773;"37396 KB";"[""(A2||A0)&&(A2||A0)"", ""!A0&&!A1"", ""A0||!A1"", ""!A2&&A1"", ""!A1&&A2"", ""((A2&&A2)&&A1)||A0"", ""!(!A2)"", ""A0"", ""!A1"", ""!(A2&&A0)""]";"2";19;33;6;15;"data/SRS/Dataset_A/sig3_5_15/srs_106.txt";0.995635;"[""!A1"", ""A0"", ""!A0&&!A1"", ""A0||!A1"", ""!A1&&A2"", ""!A2&&A1""]";1;1;"kernel";"A0&&!A0";10
68;2.88095;"37444 KB";"[""(A2||A0)&&(A2||A0)"", ""!A0&&!A1"", ""A0||!A1"", ""!A2&&A1"", ""!A1&&A2"", ""((A2&&A2)&&A1)||A0"", ""!(!A2)"", ""A0"", ""!A1"", ""!(A2&&A0)""]";"2";12;20;6;9;"data/SRS/Dataset_A/sig3_5_15/srs_106.txt";0.995635;"[""!A0&&!A1"", ""!A1"", ""A0"", ""A0||!A1"", ""!A1&&A2"", ""!A2&&A1""]";1;5;"kernel";"A0&&!A0";10
